True\Pred	Amur_Falcon	Asian_Brown_Flycatcher	Asian_House_Martin	Asian_Koel	Azure-winged_Magpie	Bar-tailed_Godwit	Barn_Swallow	Besra	Black-browed_Reed_Warbler	Black-capped_Kingfisher	Black-collared_Starling	Black-crowned_Night_Heron	Black-headed_Bunting	Black-naped_Tern	Black-tailed_Gull	Black-winged_Cuckooshrike	Black-winged_Kite	Black-winged_Stilt	Black_Kite	Blue-tailed_Bee-eater	Blue_Rock_Thrush	Broad-billed_Sandpiper	Brown-cheeked_Rail	Brown-flanked_Bush_Warbler	Brown_Shrike	Buff-bellied_Pipit	Caspian_Tern	Chestnut-eared_Bunting	Chestnut_Bulbul	Chinese_Barbet	Chinese_Francolin	Chinese_Grey_Shrike	Chinese_Penduline_Tit	Chinese_Pond_Heron	Collared_Owlet	Common_Cuckoo	Common_Greenshank	Common_Kestrel	Common_Kingfisher	Common_Redshank	Common_Sandpiper	Common_Snipe	Common_Tailorbird	Crested_Honey_Buzzard	Crested_Myna	Curlew_Sandpiper	Dusky_Warbler	Eastern_Imperial_Eagle	Eastern_Spot-billed_Duck	Eastern_Yellow_Wagtail	Eurasian_Bittern	Eurasian_Hobby	Eurasian_Hoopoe	Eurasian_Magpie	Eurasian_Teal	Eurasian_Tree_Sparrow	Eurasian_Wigeon	Eurasian_Wryneck	Falcated_Duck	Far_Eastern_Curlew	Fork-tailed_Drongo-_Cuckoo	Fork-tailed_Sunbird	Gadwall	Garganey	Glossy_Ibis	Golden-headed_Cisticola	Great_Crested_Grebe	Great_Egret	Greater_Coucal	Greater_Crested_Tern	Greater_Necklaced_Laughingthrush	Greater_Painted-snipe	Greater_Sand_Plover	Green-billed_Malkoha	Green_Sandpiper	Grey-backed_Thrush	Grey-capped_Greenfinch	Grey-chinned_Minivet	Grey-headed_Lapwing	Grey-tailed_Tattler	Grey_Heron	Grey_Nightjar	Grey_Plover	Grey_Wagtail	Gull-billed_Tern	Hen_Harrier	Himalayan_Swiftlet	House_Sparrow	House_Swift	Indian_Cuckoo	Japanese_Quail	Japanese_Sparrowhawk	Kentish_Plover	Large-billed_Crow	Large_Hawk-_Cuckoo	Lesser_Coucal	Lesser_Sand_Plover	Lesser_Whistling_Duck	Light-vented_Bulbul	Little_Bunting	Little_Curlew	Little_Egret	Little_Ringed_Plover	Long-billed_Dowitcher	Long-toed_Stint	Mallard	Marsh_Sandpiper	Masked_Laughingthrush	Mountain_Bulbul	Mountain_Scops_Owl	Northern_Pintail	Northern_Shoveler	Oriental_Dollarbird	Oriental_Pratincole	Oriental_Scops_Owl	Oriental_Turtle_Dove	Pacific_Golden_Plover	Pacific_Reef_Heron	Pacific_Swift	Pale_Thrush	Pallas's_Leaf_Warbler	Pheasant-tailed_Jacana	Pied_Avocet	Pied_Kingfisher	Pin-tailed_Snipe	Plain_Prinia	Plaintive_Cuckoo	Plumbeous_Water_Redstart	Purple_Heron	Red-billed_Blue_Magpie	Red-flanked_Bluetail	Red-necked_Phalarope	Red-rumped_Swallow	Red-throated_Pipit	Red-whiskered_Bulbul	Red_Collared_Dove	Red_Knot	Richard's_Pipit	River_Lapwing	Rufous-capped_Babbler	Sand_Martin	Sanderling	Scaly-breasted_Munia	Scarlet-backed_Flowerpecker	Scarlet_Minivet	Sharp-tailed_Sandpiper	Siberian_Rubythroat	Slaty-breasted_Rail	Slaty-legged_Crake	Sooty-headed_Bulbul	Spotted_Dove	Spotted_Redshank	Stejneger's_Stonechat	Streak-breasted_Scimitar_Babbler	Striated_Heron	Swinhoe's_Snipe	Taiwan_Hwamei	Temminck's_Stint	Tristram's_Bunting	Verditer_Flycatcher	Von_Schrenck's_Bittern	Warbling_White-eye	Water_Pipit	Western_Osprey	Whimbrel	Whiskered_Tern	White's_Thrush	White-breasted_Waterhen	White-cheeked_Starling	White-rumped_Munia	White-tailed_Robin	White-throated_Kingfisher	White-winged_Tern	White_Wagtail	Wood_Sandpiper	Yellow-bellied_Prinia	Yellow-browed_Warbler	Yellow_Bittern	Zitting_Cisticola	True_Total	Recall
Red-flanked_Bluetail	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.007916	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007916	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010554	0.002639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010554	0.005277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.000000	0.005277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.002639	0.000000	0.912929	0.000000	0.000000	0.002639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.000000	0.000000	0.000000	0.000000	0.000000	0.002639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	379	0.912929
Red-necked_Phalarope	0.000000	0.000000	0.000000	0.000000	0.000000	0.009195	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.011494	0.000000	0.000000	0.006897	0.000000	0.000000	0.000000	0.009195	0.000000	0.004598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.894253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.000000	0.000000	0.002299	0.011494	0.000000	0.000000	0.000000	0.002299	435	0.894253
Red-rumped_Swallow	0.000000	0.003738	0.007477	0.000000	0.005607	0.000000	0.080374	0.000000	0.018692	0.000000	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.003738	0.000000	0.000000	0.001869	0.000000	0.005607	0.001869	0.000000	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005607	0.000000	0.000000	0.005607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003738	0.000000	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.000000	0.018692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011215	0.005607	0.000000	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005607	0.001869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001869	0.007477	0.000000	0.000000	0.003738	0.001869	0.000000	0.000000	0.001869	0.001869	0.000000	0.000000	0.684112	0.003738	0.000000	0.000000	0.001869	0.000000	0.000000	0.000000	0.001869	0.000000	0.001869	0.001869	0.001869	0.000000	0.003738	0.000000	0.000000	0.003738	0.000000	0.000000	0.014953	0.009346	0.000000	0.000000	0.000000	0.000000	0.001869	0.000000	0.000000	0.001869	0.003738	0.001869	0.000000	0.000000	0.000000	0.000000	0.005607	0.000000	0.000000	0.005607	0.001869	0.005607	0.000000	0.000000	0.003738	0.000000	0.000000	535	0.684112
Red-throated_Pipit	0.002358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007075	0.000000	0.000000	0.000000	0.000000	0.011792	0.004717	0.002358	0.000000	0.000000	0.000000	0.000000	0.009434	0.000000	0.000000	0.000000	0.002358	0.000000	0.007075	0.033019	0.000000	0.002358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002358	0.000000	0.000000	0.004717	0.000000	0.000000	0.000000	0.002358	0.000000	0.000000	0.002358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004717	0.000000	0.000000	0.000000	0.000000	0.000000	0.002358	0.000000	0.002358	0.000000	0.000000	0.014151	0.000000	0.009434	0.000000	0.004717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002358	0.000000	0.002358	0.000000	0.000000	0.007075	0.004717	0.000000	0.000000	0.000000	0.004717	0.002358	0.002358	0.000000	0.000000	0.771226	0.000000	0.002358	0.000000	0.000000	0.014151	0.000000	0.000000	0.000000	0.002358	0.000000	0.000000	0.000000	0.002358	0.000000	0.000000	0.002358	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002358	0.014151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011792	0.000000	0.000000	0.000000	0.014151	0.000000	0.000000	0.002358	0.000000	0.000000	424	0.771226
Red-whiskered_Bulbul	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004415	0.000000	0.000000	0.004415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008830	0.000000	0.000000	0.000000	0.041943	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.832230	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	0.002208	0.004415	0.000000	0.000000	0.006623	0.000000	0.000000	0.013245	0.000000	0.004415	0.000000	0.019868	0.000000	0.000000	0.004415	0.000000	0.000000	0.000000	0.000000	0.002208	0.000000	0.006623	0.000000	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.004415	0.000000	0.002208	0.000000	0.000000	0.000000	0.000000	0.000000	453	0.832230
Red_Collared_Dove	0.000000	0.000000	0.000000	0.009501	0.000000	0.000000	0.000000	0.000000	0.000000	0.011876	0.000000	0.002375	0.000000	0.000000	0.007126	0.000000	0.000000	0.002375	0.000000	0.035629	0.007126	0.000000	0.000000	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.004751	0.000000	0.000000	0.000000	0.002375	0.000000	0.021378	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.000000	0.000000	0.004751	0.004751	0.000000	0.000000	0.000000	0.000000	0.002375	0.023753	0.002375	0.000000	0.000000	0.002375	0.000000	0.007126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004751	0.000000	0.007126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016627	0.000000	0.000000	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.000000	0.000000	0.000000	0.004751	0.000000	0.000000	0.000000	0.000000	0.002375	0.004751	0.000000	0.004751	0.000000	0.000000	0.000000	0.002375	0.000000	0.000000	0.000000	0.000000	0.000000	0.007126	0.000000	0.002375	0.000000	0.000000	0.000000	0.011876	0.714964	0.000000	0.000000	0.000000	0.000000	0.000000	0.002375	0.002375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004751	0.028504	0.000000	0.000000	0.009501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002375	0.002375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	421	0.714964
Red_Knot	0.000000	0.000000	0.000000	0.009975	0.002494	0.084788	0.000000	0.000000	0.000000	0.000000	0.000000	0.004988	0.000000	0.000000	0.000000	0.000000	0.004988	0.004988	0.000000	0.000000	0.000000	0.000000	0.002494	0.000000	0.000000	0.000000	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002494	0.000000	0.002494	0.004988	0.000000	0.007481	0.000000	0.000000	0.000000	0.007481	0.000000	0.002494	0.002494	0.000000	0.002494	0.000000	0.000000	0.022444	0.019950	0.000000	0.012469	0.000000	0.000000	0.004988	0.002494	0.000000	0.004988	0.002494	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009975	0.000000	0.000000	0.002494	0.000000	0.000000	0.000000	0.007481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012469	0.000000	0.002494	0.000000	0.002494	0.000000	0.000000	0.000000	0.000000	0.007481	0.004988	0.000000	0.000000	0.000000	0.002494	0.007481	0.000000	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002494	0.000000	0.012469	0.000000	0.000000	0.000000	0.000000	0.012469	0.000000	0.000000	0.653367	0.000000	0.000000	0.000000	0.002494	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002494	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004988	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.002494	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	401	0.653367
Richard's_Pipit	0.000000	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004950	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004950	0.007426	0.002475	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017327	0.000000	0.002475	0.002475	0.000000	0.000000	0.007426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017327	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019802	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.004950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.012376	0.000000	0.002475	0.002475	0.824257	0.000000	0.000000	0.002475	0.004950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002475	0.000000	0.000000	0.000000	0.000000	0.009901	0.000000	0.000000	0.004950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004950	0.009901	0.000000	0.000000	0.000000	0.000000	404	0.824257
River_Lapwing	0.011396	0.002849	0.000000	0.000000	0.000000	0.034188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005698	0.000000	0.000000	0.000000	0.000000	0.002849	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.042735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.005698	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005698	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014245	0.005698	0.000000	0.834758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	351	0.834758
Rufous-capped_Babbler	0.026316	0.000000	0.002632	0.000000	0.000000	0.005263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010526	0.002632	0.000000	0.000000	0.007895	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002632	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002632	0.000000	0.000000	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021053	0.000000	0.002632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002632	0.000000	0.000000	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007895	0.000000	0.000000	0.000000	0.000000	0.007895	0.000000	0.000000	0.000000	0.000000	0.000000	0.007895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	380	0.850000
Sand_Martin	0.000000	0.000000	0.005376	0.002688	0.008065	0.000000	0.008065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005376	0.000000	0.000000	0.000000	0.010753	0.000000	0.002688	0.000000	0.002688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002688	0.000000	0.002688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005376	0.002688	0.000000	0.002688	0.000000	0.000000	0.002688	0.000000	0.000000	0.000000	0.000000	0.002688	0.010753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002688	0.002688	0.000000	0.002688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005376	0.002688	0.000000	0.005376	0.000000	0.000000	0.000000	0.013441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008065	0.000000	0.000000	0.008065	0.000000	0.000000	0.000000	0.002688	0.005376	0.000000	0.000000	0.000000	0.000000	0.002688	0.008065	0.000000	0.000000	0.000000	0.002688	0.000000	0.774194	0.000000	0.002688	0.000000	0.000000	0.000000	0.008065	0.000000	0.000000	0.000000	0.000000	0.000000	0.013441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008065	0.000000	0.000000	0.000000	0.005376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024194	0.005376	0.000000	0.000000	0.000000	0.000000	372	0.774194
Sanderling	0.002427	0.000000	0.000000	0.000000	0.000000	0.007282	0.009709	0.000000	0.000000	0.000000	0.000000	0.007282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.004854	0.002427	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.002427	0.002427	0.000000	0.000000	0.000000	0.012136	0.012136	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.007282	0.000000	0.000000	0.000000	0.000000	0.012136	0.002427	0.000000	0.000000	0.000000	0.038835	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.002427	0.002427	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004854	0.000000	0.000000	0.000000	0.007282	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.009709	0.000000	0.000000	0.000000	0.012136	0.012136	0.000000	0.009709	0.002427	0.002427	0.000000	0.000000	0.000000	0.779126	0.000000	0.000000	0.000000	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002427	0.002427	0.000000	0.002427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	412	0.779126
Scaly-breasted_Munia	0.000000	0.004386	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006579	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.010965	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006579	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013158	0.004386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006579	0.000000	0.000000	0.000000	0.000000	0.000000	0.030702	0.006579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013158	0.000000	0.017544	0.006579	0.000000	0.000000	0.000000	0.004386	0.000000	0.000000	0.000000	0.000000	0.000000	0.004386	0.000000	0.000000	0.002193	0.002193	0.004386	0.000000	0.000000	0.002193	0.000000	0.000000	0.002193	0.000000	0.699561	0.000000	0.002193	0.000000	0.008772	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.002193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.116228	0.000000	0.000000	0.000000	0.000000	0.000000	0.002193	0.000000	0.000000	0.000000	456	0.699561
